id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
30,1,client-server paradise,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994.0,"and j. yu . client-server paradise proceedings ofthe twentieth international conference on vey & hellip ; ,","dj dewitt , n kabra , j luo , jm pate",,
31,0,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,mining association rules between sets of items in large databases . 1993 proc . acm sigmod international conference on management of,"r agrawal , t imielinski , a swami",,
32,0,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995.0,"incremental cluster for mining in a data warehousing environment m ester , h kriegel , j sander , m wimmer , x xu",,"proc . of 24 thintâ ?? l conf . of vldb ,",
33,0,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb j.,2003.0,the tv-tree : an index structure forhigh-dimensional data,"ki lin , h jagadish , c faloutsos","the vldb journal ,",
34,0,picodmbs : scaling down database techniques for the smartcard vldb,"c bobineau , l bouganim , p pucheral , p valduriez",,2000.0,"database techniques for the world-wide web : a survey d florescu , a levy , a mendelzon 1998.0",,"sigmod record ,",
35,0,open object database management systems,,,1994.0,case for output management systems . 1981.0,k schwaber,"computerworld. ,",
36,0,"query processing in spatial network databases d papadias , j zhang , n mamoulis , y tao",,vldb,2003.0,redundancy in spatial databases,ja orenstein,,
37,1,dual-buffering strategies in object bases,"a kemper , d kossmann",vldb,1994.0,dual-buffering strategies in object bases 1994.0,"a kemper , d kossmann","vldb ,",
38,0,streaming queries over streaming data 2002,"s chandrasekaran , m franklin",vldb,,"processing complex aggregate queries over data streams sigmod conference ,","a dobra , mn garofalakis , j gehrke , r rastogi",,2002.0
39,0,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,"algorithms for mining association rules in bag databases py hsu , yl chen , cc ling information sciencesâ ?? informatics and computer science : an & hellip ; ,",,,2004.0
40,0,"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima vldb 2000",,,,the ssã · - tree : an improved index structure for similarity searches in a high-dimensional feature,"r kurniawati , js jin , ja shepherd",,
41,0,foreword : management of semistructured data,,,1997.0,"lore : a database management system for semistructued data j mchugh , s abiteboul , r goldmanâ ? ¦",,"acm sigmod ,",
42,0,"optimizing queries with universal quantification in object-oriented and object-relational databases j clauпen , a kemper , g moerkotte , k peithner vldb",,,1997.0,"maximal objects and the semantics of universal relation databases d maier , jd ullman acm transactions on database systems , 1983.0",,,
43,0,"index nesting - an efficient approach to indexing in object-oriented databases b ooi , j han , h lu , k tan vldb j.",,,1996.0,spatial query processing in an object-oriented database system ja orenstein,,proceedings of the 1986 acm sigmod international conference,
44,0,an efficient method for performing record deletions and updates using index scans vldb,c mohan,,2002.0,"an efficient indexing method for partitioned data ibm research report , ibm almaden research center , january ,","d choy , c mohan",,
45,0,keynote address,,,1995.0,keynote address t bailey,,"women in aviation international conference , reno , nv , march ,",
46,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,"cost-based selection of path expression processing algorithms in object-oriented databases g gardarin , jr gruser , zh tang proceedings of the international conference on very large & hellip ; ,",,,1996.0
47,0,"join index hierarchies for supporting efficient navigations in object-oriented databases z xie , j han 1994",,vldb,,"support for polylingual persistence , interoperability and naming in object-oriented databases technical report tr-96-4 , university of massachusetts , computer","a kaplan , jcp wileden",,
48,0,"semantics for update rule programs and implementations in a relational database management system l raschid , j lobo 1996",,acm trans . database syst .,,performance analysis of a relational data base management system,"p hawthorn , m stonebraker",proceedings of the 1979 acm sigmod international conference,
49,0,"meaningful change detection in structured data s chawathe , h garcia-molina 1997",,sigmod conference,,"j. widom change detection in hierarchically structured information s chawathe , a rajaraman , h garcia-molina proc . of the acm sigmod int . conf . on management of",,,
50,0,editorial 2001,,,,"eic editorial ieee transactions on knowledge and data engineering , 2004.0",ps yu,,
51,0,"data management research at the mitre corporation a rosenthal , l seligman , c mccollum , b blaustein , b thuraisingham , e lafferty",,sigmod record,1995.0,the management transition l goff,,"computerworld ,",
52,0,"energy and rate based mac protocol for wireless sensor networks r kannan , r kalidindi , s iyengar , v kumar 2003",,sigmod record,,"implementation and research issues in query processing for wireless sensor networks w hong , s madden",,,
53,0,dwms : data warehouse management system n mohan 1996,,vldb,,"the active database management systems manifesto kr dittrich , s gatziu , a geppert",,"sigmod record ,",
54,0,information management for genome level bioinformatics,,,2001.0,"implementing information management strategies . new directions for higher education ,",cet rohm,,1986.0
55,1,"recovering information from summary data c faloutsos , h jagadish , n sidiropoulos 1997",,vldb,,"recovering information from summary data hv jagadish , nd sidiropoulost",,,
56,0,efficiently mining long patterns from databases sigmod conference,r jr.,,1998.0,"efficient timestamping in databases vldb journal , to","k torp , cs jensen , rt snodgrass",,
57,0,editor 's notes,l liu,sigmod record,2003.0,"editors ' notes r picciotto , rc rist 1995.0",,"new directions for program evaluation ,",
58,1,"a performance study of transitive closure algorithms s dar , r ramakrishnan 1994",,sigmod conference,,"a performance study of transitive closure algorithms sigmod conference ,","s dar , r ramakrishnan",,1994.0
59,0,aurora : a data stream management system sigmod conference,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0,"bayan : an arabic text database management system r king , a morfeq 1990.0",,"proceedings of the 1990 acm sigmod international conference & hellip ; ,",
60,0,chair 's message 1998,,,,"sigcas chair 's message computers and society ,",cd martin,,
61,1,database techniques for the world-wide web : a survey 1998,"d florescu , a levy , a mendelzon",sigmod record,,"mendelzon . database techniques for the world-w ide-wide : a survey d florescu , a levy",,"sigmod record ,",
62,0,guest editorial,,,2000.0,guest editor 's introduction 2003.0,k aberer,"acm sigmod record ,",
63,0,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,,,2001.0,guest editors ' introduction : special section on mining and searching the web 2004.0,"b liu , s chakrabarti","ieee transactions on knowledge and data engineering ,",
64,0,editorial 2001,,,,guest editorial c allocchio,,"computer networks ,",2000.0
65,0,"birch : an efficient data clustering method for very large databases t zhang , r ramakrishnan , m livny sigmod conference 1996",,,,efficient and effective clustering methods for spatial data mining,"tn raymond , j han","proc . of vldb conf ,",
66,0,"infomaster : an information integration system m genesereth , a keller , o duschka sigmod conference 1997",,,,"peersdi : a peer-to-peer information dissemination system k zhao , s zhou , l xu , w cai , a zhou",,,
67,0,editor 's notes sigmod record 2002,l liu,,,"editor 's notes r goldstein the american statistician ,",,,1996.0
68,0,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,management of multidimensional discrete data in database systems pasb furtado,,,
69,1,"efficient filtering of xml documents for selective dissemination of information m altinel , m franklin",,vldb,2000.0,"xfilter : efficient filtering of xml documents for selective dissemination of information proceedings of the 26th vldb conference , egypt","m altinel , m franklin",,
70,0,optimizing queries across diverse data sources vldb 1997,"l haas , d kossmann , e wimmers , j yang",,,"optimizing existential queries r ramakrishnan , c beeri , r krishnamurthy",,"& hellip ; . sigact-sigmod principles of database systems conference ( & hellip ; ,",
71,0,groupwise processing of relational queries vldb 1997,"d chatziantoniou , k ross",,,"on line processing of compacted relations f bancilhon , p richard , m scholl",,"vldb ,",1982.0
72,0,"a data model and data structures for moving objects databases l forlizzi , r gќting , e nardelli , m schneider",,sigmod conference,2000.0,1548 classic : a structural data model for objects . 1549 in proceedings of the 1989 acm sigmod international conference,"a borgida , rj brachman , dl mcguinness , la resnick",,
73,0,"procedures in object-oriented query languages k subieta , y kambayashi , j leszczylowski 1995",,vldb,,"semantics and implementation of schema evolution in object-oriented languages j banerjee , w kim , hj kim , hk forth proceedings of the acm sigmod annual",,,
74,1,"one-dimensional and multi-dimensional substring selectivity estimation h jagadish , o kapitskaia , r ng , d srivastava",,vldb j.,2000.0,"one-dimensional and multi-dimensional substring selectivity estimation hv jagadish , o kapitskaia , rt ng , d srivastava 2000.0",,"the vldb journal the international journal on very large & hellip ; ,",
75,0,"secure transaction processing in firm real-time database systems b george , j haritsa",,sigmod conference,1997.0,data abstraction and transaction processing in the database programming language rapp 1990.0,"jg hughes , m connolly","acm press frontier series ,",
76,0,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,"the ores temporal database system proc . acm sigmod conf . on the management of data ,","b theodolidis , ga ait-braham , j chaudhary , g",,
77,0,databases and visualization,d keim,sigmod conference,1996.0,"delaunay : a database visualization system sigmod rec ,","wt lucas , if cruz , m radzyminski , m averbuch , k",,1997.0
78,0,reminiscences on influential papers,,,1998.0,"reminiscences on influential papers acm transactions on database systems ,",r snodgrass,,1976.0
79,0,"secure transaction processing in firm real-time database systems b george , j haritsa",,sigmod conference,1997.0,"scheduling real-time transactions rk abbott , h garcia-molina 1988.0",,"sigmod record ,",
80,0,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance a hosking , j chen 1999",,vldb,,"hydice system : implementation and performance rw basedow , me anderson",,"proc . spie ,",1995.0
81,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,"translating update operations from relational to object-oriented databases pm reppert , fd morgan , mn toksoz , x zhang , j fong information and software technology ,",,,2000.0
82,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003.0,"access pathselectionina relationaldatabase management system proceedings of the acm-sigmod international conference on & hellip ; ,","p selinger , mm astrahan , dd chamberlin , ra lorie ,",,
83,0,automated selection of materialized views and indexes in sql databases vldb,"s agrawal , s chaudhuri , v narasayya",,2000.0,"materialized view selection for multidimensional database proceedings of 24 international conference on very large & hellip ; ,","a shukla , p deshpande",,
84,1,bypassing joins in disjunctive queries,"m steinbrunn , k peithner , g moerkotte , a kemper",vldb,1995.0,"bypassing joins in disjunctive queries vldb , 1995.0",acm.org,,
85,0,"optimizing the secure evaluation of twig queries s cho , s amer-yahia , l lakshmanan , d srivastava",,vldb,2002.0,on the minimization of xpath queries,s bottcher,,
86,0,"data partitioning and load balancing in parallel disk systems p scheuermann , g weikum , p zabback",,vldb j.,1998.0,"dynamic multi-resource load balancing in parallel db systems international conf . on very large data bases ( vldb ) ,","e rahm , r marek",,
87,0,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,"lore : a database management system for semistructured data j mchugh , s abiteboul , r goldman , d quass , j widom 1997.0",,"sigmod record ,",
88,0,keynote address,,,1995.0,keynote address,r reich,"& hellip ; labor , bureau of international labor affairs , international & hellip ; ,",
89,0,"processing set expressions over continuous update streams s ganguly , m garofalakis , r rastogi sigmod conference",,,2003.0,"processing of continuous queries over unlimited data streams e vossough , jr getta",,,
90,0,introduction to the career forum column sigmod record 2001,a labrinidis,,,"introduction p alston see ref ,",,,1990.0
91,0,foundations of preferences in database systems w kieпling 2002,,vldb,,designing relational database systems,r riordan,,1999.0
92,1,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,"locating data sources in large distributed systems l galanis , y wang , sr jeffery , dj dewitt vldb ,",,,2003.0
93,0,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,"buer managementin relational database systems gm sacco , m schkolnick acm transactions on database systems ,",,,
94,0,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,"the theory of joins in relational databases av ario , c beer , jd ullman acm trans . database syst ,",,,
95,0,some issues in design of distributed deductive databases vldb 1994,"m mohania , n sarda",,,"reactive consistency control in deductive databases g moerkotte , pc lockemann acm transactions on database systems ,",,,1991.0
96,0,database management systems and the internet vldb,s malaika,,1996.0,relational data-base management systems dd chamberlin,,"acm computing surveys ( csur ) ,",1976.0
97,0,guest editorial,,,2000.0,guest editorial rc holte 2001.0,,"machine learning ,",
98,0,"spatial queries in dynamic environments y tao , d papadias acm trans . database syst . 2003",,,,location-based spatial queries with data sharing in mobile environment,"ws ku , r zimmermann , cn wan",,
99,0,"a scalable architecture for autonomous heterogeneous database interactions s milliner , a bouguettaya , m papazoglou vldb 1995",,,,"graphical interaction with heterogeneous databases t catarci , g santucci , j cardiff the vldb journal the international journal on very large & hellip ; , 1997.0",,,
100,1,"an open storage system for abstract objects s blott , l relly , h schek sigmod conference",,,1996.0,"an abstract-object storage manager s blott , l relly , hj schek & hellip ; 1996 acm sigmod int . conf . on management of data , acm sigmod",,,
101,0,"warehousing workflow data : challenges and opportunities a bonifati , f casati , u dayal , m shan",,vldb,2001.0,expressing cultural identity in the learning community : opportunities and challenges am ortiz 2000.0,,"new directions for teaching and learning ,",
102,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,semanticmodelling of object-oriented databases mbe m & de,,"hoe . vldb ,",
103,0,a region splitting strategy for physical database design of multidimensional file organizations vldb,"j lee , y lee , k whang , i song",,1997.0,"a fondationfor multidimensional databases m gyssens , l lakshmanan proceedings of the 23rd vldb",,,
104,0,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
105,0,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,"decomposition and composition of a relational database y tanaka , t tsuda 1977.0",,"vldb ,",
106,0,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,,event specification in an object-oriented database system proc . acm sigmod international conference on management of,"nh gehani , hv jagadish , o shmueli",,
107,0,"cache conscious algorithms for relational query processing a shatdal , c kant , j naughton vldb",,,1994.0,"efficient algorithms for processing xpath queries 28th vldb conference ,","g koch , c koch , r pichler",,
108,0,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,,"ditse : an experimental distributed database system information and software technology ,","n cheng-yao , y shyan-ming",,1996.0
109,0,formal query languages for secure relational databases acm trans . database syst .,"m winslett , k smith , x qian",,1994.0,implementation of logiclal query languages for databases ( abstract only ),jd ullman,"proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
110,0,"view management in multimedia databases k candan , e lemar , v subrahmanian 2000",,vldb j.,,management of multidimensional discrete data in database systems pasb furtado,,,
111,0,"s3 : similarity search in cad database systems s berchtold , h kriegel",,sigmod conference,1997.0,arun swami . efficient similarity search in sequence databases cf rakeshagrawal,,"procs . of the fourth international conference on foundations & hellip ; ,",
112,1,active rules for xml : a new paradigm for e-services vldb j. 2001,"a bonifati , s ceri , s paraboschi",,,active rules for xml : a new paradigm for e-services,"a bonifati , s ceri , s paraboschi","the vldb journal the international journal on very large & hellip ; ,",2001.0
113,0,materialized view and index selection tool for microsoft sql server 2000 sigmod conference 2001,"s agrawal , s chaudhuri , v narasayya",,,"materialized view selection for multidimensional datasets a shukla , p deshpande , jf naughton 1998.0",,"vldb ,",
114,1,workflow management with service quality guarantees 2002,"m gillmann , g weikum , w wonner",sigmod conference,,workflow management with service quality guarantees,m gillmann,,
115,0,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,xquery implementation in a relational database system,"s pal , i cseri , o seeliger , m rys , g schaller , w",submitted for,
116,0,applications of the java programming language to database management 1998,"b burton , v marek",sigmod record,,"behaviour management in database applications jy lingat , p nobecourt , c rolland",,,
117,0,an introduction to spatial database systems vldb j. 1994,r gќting,,,logical introduction to databases j grant,,,1987.0
118,0,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,efficient parallel data mining for association rules,"js park , ms chen , ps yuâ ? ¦",,
119,0,an introduction to spatial database systems vldb j. 1994,r gќting,,,"research issues in spatial database systems o guenther , a buchmann sigmod-record , acm ,",,,
120,0,answering queries using views : a survey a halevy 2001,,vldb j.,,an algorithm for answering queries efficiently using views p mitra,,,
121,1,computing iceberg queries efficiently 1998,"m fang , n shivakumar , h garcia-molina , r motwani , j ullman",vldb,,"computing iceberg queries ecientlyproc . 1996 int m fang , n shivakumar , hg molina , r motwani , jd conf . very large data bases ,",,,
122,1,"database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996",,sigmod record,,"database research : achievements and opportunities into the 1st century acm sigmod record ,","a silberschatz , m stonebraker , j ullman",,1996.0
123,0,introduction ( special issue on multimedia databases ) 1998,"m жzsu , s christodoulakis",vldb j.,,special issue on spatial database systems hj schek 1994.0,,"the vldb journalâ ?? the international journal on very large & hellip ; ,",
124,0,"business process cockpit m sayal , f casati , u dayal , m shan 2002",,vldb,,"business process coordination : state of the art u dayal , m hsu , r ladin",,"trends and open issues . ( 2001 ) at proceedings of the 27th & hellip ; ,",
125,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"fast algorithms for mining association rules , proc vldb","r agrawal , r srikant",,
126,0,reminiscences on influential papers 2000,,,,reminiscences of an indian official,o cavenagh,,1884.0
127,0,the structured information manager : a database system for sgml documents vldb 1996,r sacks-davis,,,lore : a database management system for semistructured data,"s abiteboul , j mchugh , d quass , j widom , r goldman","sigmod record ,",
128,1,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"m жzsu , k voruganti , r unrau",vldb,1998.0,"an asynchronous avoidance-based cache consistency algorithm for client caching dbmss , k voruganti , rc unrau vldb , 1998.0",,,
129,0,"coloring away communication in parallel query optimization w hasan , r motwani 1995",,vldb,,parallel databases : structured query optimization,"n biscondi , a flory , l brunie",,
130,0,"query optimization in compressed database systems z chen , j gehrke , f korn",,sigmod conference,2001.0,"distributed query processing in database systems proc . acm sigmod , austin . tx . june ,","r epstein , m stonebraker , e wong",,
131,0,"simultaneous optimization and evaluation of multiple dimensional queries y zhao , p deshpande , j naughton , a shukla sigmod conference 1998",,,,"optimization of query evaluation algorithms sb yao acm transactions on database systems ,",,,1979.0
132,1,an introduction to spatial database systems vldb j. 1994,r gќting,,,an introduction to spatial database systems portal.acm.org 1994.0,,,
133,1,state of the art in workflow management research and products 1996,,,,"workflow management systems : state of the art on research and products , tutorial notes int . conf . on extending database technology , avignon ,",c mohan,,
134,0,theory of answering queries using views a halevy sigmod record 2000,,,,a scalable algorithm for answering queries using views,ay levy,,
135,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0,"u-dbms : a database system for managing constantly-evolving data proceedings of the 31st international conference on very & hellip ; ,","r cheng , s singh , s prabhakar",,2005.0
136,0,report on the 4th international conference on mobile data management,,,2003.0,"shoring up persistent applications , acm sigmod international conference on management of data minneapolis , minnesota . may ,","mj carey , dj dewitt , mj franklinâ ? ¦",,
137,0,ordered shared locks for real-time databases 1995,"d agrawal , a abbadi , r jeffers , l lin",vldb j.,,"current research on real-time databases o ulusoy sigmod record ,",,,1992.0
138,1,reminiscences on influential papers,,,2001.0,reminiscences on influential papers ka ross 2002.0,,sigmod,
139,0,static detection of security flaws in object-oriented databases 1996,k tajima,sigmod conference,,"structures for manipulating proposed updates in object-oriented databases m doherty , r hull , m rupawalla sigmod conference ,",,,1996.0
140,0,"concurrent garbage collection in o2 m skubiszewski , p valduriez vldb",,,1997.0,"opportunistic garbage collection acm sigplan notices ,",pr wilson,,1988.0
141,0,"data management for earth system science j frew , j dozier",,sigmod record,1997.0,"secure score management for p2p systems technical report , stanford university ,","b yang , sd kamvar , h garcia-molina",,
142,0,"optimizing disjunctive queries with expensive predicates a kemper , g moerkotte , k peithner , m steinbrunn 1994",,sigmod conference,,optimizing real conjunctive queries,"s chaudhuri , m vardi","proc . of the acm sigact-sigmod-sigart symposium on & hellip ; ,",
143,0,a new join algorithm sigmod record,"d shin , a meltzer",,1994.0,a new algorithm for floorplan desip,"df wong , cl liu",proceedings of the 23rd acm/ieee design automation,
144,0,"supporting multiple view maintenance policies l colby , a kawaguchi , d lieuwen , i mumick , k ross",,sigmod conference,1997.0,"supporting multiple access control policies in database systems f rabitti , e bertino , w kim , d woelk acm transactions on database systems ,",,,
145,0,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,,"tutorial on object-oriented databases ms jackson information and software technology ,",,,1991.0
146,0,"database technologies for electronic commerce r agrawal , r srikant , y xu 2002",,vldb,,frontiers of electronic commerce 1996.0,"r kalakota , ab whinston",,
147,0,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999.0,"the effective of gloss for the text database discovery problem hgoms luisgravano , a tomasic",,"proc . of the acm sigmod conference , acm sigmod record ,",
148,0,incremental computation and maintenance of temporal aggregates vldb j. 2003,"j yang , j widom",,,"incremental maintenance for non-distributive aggregate functions t palpanas , r sidle , r cochrane , h pirahesh",,"vldb ,",2002.0
149,1,guest editorial,,,2003.0,"guest editorial v atluri , a joshi , y yesha 2003.0",,"the vldb journal the international journal on very large & hellip ; ,",
150,0,the trigs active object-oriented database system - an overview sigmod record,"g kappel , w retschitzegger",,1998.0,mga : rule-based specification of active object-oriented database applications 1995.0,"p sawyer , i sommerville","information and software technology ,",
151,0,model-based information integration in a neuroscience mediator system 2000,"b ludфscher , a gupta , m martone",vldb,,infomaster : an information integration system,"mr genesereth , am keller , om duschka",,
152,0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"mining multi-dimensional association rules using data cubes j han , m kamber , j chiang",,,
153,0,index configuration in object-oriented databases 1994,e bertino,vldb j.,,a cost model for clustered object-oriented databases,"zh tangot , stg france",,
154,0,an extended entity-relationship model for geographic applications sigmod record 1997,"t hadzilacos , n tryfona",,,"towards a semantic view of an extended entity-relationship model u hohenstein , m gogolla",,"acm transactions on database systems ,",
155,0,"tavant system architecture for sell-side channel management s narayanan , s subramanian 2001",,vldb,,architectures for object data management,ja orenstein,,
156,0,qursed : querying and reporting semistructured data sigmod conference,"y papakonstantinou , m petropoulos , v vassalos",,2002.0,"querying structured text in an xml database s al-khalifa , c yu , hv jagadish",,,
