id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
19,0,lambda-db : an odmg-based object-oriented dbms 2000,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,,odmg-93 : a standard for object-oriented dbmss r. g. g. cattell,,international conference on management of data,1994.0
20,1,"compressing sql workloads surajit chaudhuri , ashish kumar gupta , vivek r. narasayya sigmod conference",,,2002.0,compressing sql workloads international conference on management of data,"surajit chaudhuri , ashish kumar gupta , vivek narasayya",,2002.0
21,0,"the algres testbed of chimera : an active object-oriented database system giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",,sigmod conference,1995.0,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998.0
22,1,on wrapping query languages and efficient xml integration sigmod conference,"jérôme siméon , vassilis christophides , sophie cluet",,2000.0,"on wrapping query languages and efficient xml integration vassilis christophides , sophie cluet , j &#233; r &#466; me sim &#232; on 2000",,international conference on management of data,
23,0,document management as a database problem rudolf bayer 1995,,vldb,,"is web-site management a database problem ? daniela florescu , alon y. levy , dan suciu very large data bases 1998",,,
24,0,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",,vldb j.,1996.0,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,
25,1,controlling data warehouses with knowledge networks,"jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer",vldb,2000.0,controlling data warehouses with knowledge networks very large data bases 2000,"elvira schaefer , jan-dirk becker , andreas boehmer , matthias jarke",,
26,0,temporal database system implementations michael h. böhlen 1995,,sigmod record,,temporal conditions and integrity constraints in active database systems international conference on management of data,"a. prasad sistla , ouri wolfson",,1995.0
27,1,ansi sql hierarchical processing can fully integrate native xml sigmod record,michael m. david,,2003.0,ansi sql hierarchical processing can fully integrate native xml acm sigmod record 2003,michael m. david,,
28,1,"warping indexes with envelope transforms for query by humming dennis shasha , yunyue zhu",,sigmod conference,2003.0,"warping indexes with envelope transforms for query by humming yunyue zhu , dennis shasha",,international conference on management of data,2003.0
29,0,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",,sigmod record,,influential papers ken ross acm sigmod record,,,2002.0
30,0,database research at ut arlington sigmod record 2003,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh",,,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",acm sigmod record,1996.0
31,0,lore : a database management system for semistructured data sigmod record,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",,1997.0,dwms : data warehouse management system narendra mohan very large data bases 1996,,,
32,0,discover : keyword search in relational databases 2002,"vagelis hristidis , yannis papakonstantinou",vldb,,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,
33,0,"incremental computation and maintenance of temporal aggregates jun yang , jennifer widom",,vldb j.,2003.0,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",acm sigmod record,2000.0
34,0,"procedures in object-oriented query languages kazimierz subieta , jacek leszczylowski , yahiko kambayashi 1995",,vldb,,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994",,,
35,1,opossum : desk-top schema management through customizable visualization vldb 1995,"miron livny , eben m. haber , yannis e. ioannidis",,,opossum : desk-top schema management through customizable visualization very large data bases,"eben m. haber , yannis e. ioannidis , miron livny",,1995.0
36,0,dms : a parallel data mining server felicity a. w. george,,vldb,1998.0,"scalable parallel data mining for association rules eui-hong han , george karypis , vipin kumar international conference on management of data",,,1997.0
37,1,"naos - efficient and modular reactive capabilities in an object-oriented database system thierry coupaye , t. svensen , christine collet",,vldb,1994.0,naos - efficient and modular reactive capabilities in an object-oriented database system 1994,"christine collet , thierry coupaye , t. svensen",very large data bases,
38,0,user-adaptive exploration of multidimensional data 2000,sunita sarawagi,vldb,,"a foundation for multi-dimensional databases marc gyssens , laks v. s. lakshmanan",,very large data bases,1997.0
39,1,"a query language for multidimensional arrays : design , implementation , and optimization techniques sigmod conference","limsoon wong , rona machlin , leonid libkin",,1996.0,"a query language for multidimensional arrays : design , implementation , and optimization techniques 1996","leonid libkin , rona machlin , limsoon wong",international conference on management of data,
40,1,"comprehension syntax limsoon wong , dan suciu , val tannen , peter buneman , leonid libkin sigmod record",,,1994.0,comprehension syntax,"peter buneman , leonid libkin , dan suciu , val tannen , limsoon wong",acm sigmod record,1994.0
41,0,buffering accesses to memory-resident index structures 2003,"jingren zhou , kenneth a. ross",vldb,,"efficient index structures for string databases tamer kahveci , ambuj k. singh 2001",,very large data bases,
42,0,"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",,,1997.0,revisiting commit processing in distributed database systems 1997,"ramesh gupta , jayant haritsa , krithi ramamritham",international conference on management of data,
43,0,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995.0,a scalable architecture for autonomous heterogeneous database interactions very large data bases,"steven milliner , athman bouguettaya , mike p. papazoglou",,1995.0
44,0,"mining system audit data : opportunities and challenges wei fan , wenke lee 2001",,sigmod record,,"amicalola report : database and information systems research challenges and opportunities in semantic web and enterprises amit sheth , robert meersman acm sigmod record",,,2002.0
45,0,"sit-in : a real-life spatio-temporal information system stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi 2001",,vldb,,environmental information systems oliver g &#252; nther acm sigmod record,,,1997.0
46,0,"partial results for online query processing joseph m. hellerstein , vijayshankar raman sigmod conference",,,2002.0,"sequence query processing praveen seshadri , miron livny , raghu ramakrishnan",,international conference on management of data,1994.0
47,1,beyond market baskets : generalizing association rules to correlations,"rajeev motwani , sergey brin , craig silverstein",sigmod conference,1997.0,beyond market baskets : generalizing association rules to correlations international conference on management of data,"sergey brin , rajeev motwani , craig silverstein",,1997.0
48,0,tracing the lineage of view data in a warehousing environment acm trans . database syst . 2000,"janet l. wiener , yingwei cui , jennifer widom",,,"lineage tracing for general data warehouse transformations yingwei cui , jennifer widom very large data bases",,,2001.0
49,0,editorial vldb j.,"peter m. g. apers , stefano ceri , richard t. snodgrass",,2002.0,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001.0
50,0,"mining fuzzy association rules in databases ada wai-chee fu , man hon wong , chan man kuok sigmod record",,,1998.0,a new sql-like operator for mining association rules very large data bases,"rosa meo , giuseppe psaila , stefano ceri",,1996.0
51,0,"query optimization in the presence of limited access patterns dan suciu , ioana manolescu , daniela florescu , alon y. levy sigmod conference",,,1999.0,"minimization of tree pattern queries sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava 2001",,international conference on management of data,
52,0,query optimization for selections using bitmaps ming-chuan wu,,sigmod conference,1999.0,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",international conference on management of data,2001.0
53,0,"reminiscences on influential papers christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross sigmod record 2000",,,,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0
54,1,user-defined table operators : enhancing extensibility for ordbms vldb 1999,"bernhard mitschang , michael jaedicke",,,"user-defined table operators : enhancing extensibility for ordbms michael jaedicke , bernhard mitschang very large data bases 1999",,,
55,0,"distance browsing in spatial databases hanan samet , gísli r. hjaltason",,acm trans . database syst .,1999.0,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999.0
56,0,"answering xml queries on heterogeneous data sources ioana manolescu , donald kossmann , daniela florescu vldb",,,2001.0,describing and using query capabilities of heterogeneous sources,"vasilis vassalos , yannis papakonstantinou",very large data bases,1997.0
57,0,index configuration in object-oriented databases elisa bertino vldb j. 1994,,,,a cost model for clustered object-oriented databases very large data bases 1995,"georges gardarin , jean-robert gruser , zhao-hui tang",,
58,0,"reminiscences on influential papers z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens sigmod record",,,1998.0,influential papers,ken ross,acm sigmod record,2002.0
59,0,reminiscences on influential papers sigmod record,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",,2002.0,reminiscences on influential papers richard snodgrass acm sigmod record 1998,,,
60,1,"filtering with approximate predicates hector garcia-molina , narayanan shivakumar , chandra chekuri 1998",,vldb,,"filtering with approximate predicates narayanan shivakumar , hector garcia-molina , chandra chekuri 1998",,very large data bases,
61,0,sql query optimization : reordering for a general class of queries sigmod conference,"piyush goel , balakrishna r. iyer",,1996.0,"probabilistic optimization of top n queries donko donjerkovic , raghu ramakrishnan very large data bases 1999",,,
62,1,"hierarchical compact cube for range-max queries hua-gang li , sin yeung lee , tok wang ling 2000",,vldb,,hierarchical compact cube for range-max queries 2000,"sin yeung lee , tok wang ling , hua-gang li",very large data bases,
63,0,index configuration in object-oriented databases elisa bertino vldb j. 1994,,,,opt + + : an object-oriented implementation for extensible database query optimization the vldb journal -- the international journal on very large data bases,"navin kabra , david j. dewitt",,1999.0
64,0,"further improvements on integrity constraint checking for stratifiable deductive databases sin yeung lee , tok wang ling vldb 1996",,,,"implementing deductive databases by mixed integer programming colin bell , anil nerode , raymond t. ng , v. s. subrahmanian",,acm transactions on database systems ( tods ),1996.0
65,0,hierarchical prefix cubes for range-sum queries vldb 1999,"chee yong chan , yannis e. ioannidis",,,dynamic update cube for range-sum queries very large data bases,"seok-ju chun , chin-wan chung , ju-hong lee , seok-lyong lee",,2001.0
66,0,hypergraph based reorderings of outer join queries with complex predicates sigmod conference 1995,"gautam bhargava , balakrishna r. iyer , piyush goel",,,factorizing complex predicates in queries to exploit indexes 2003,"surajit chaudhuri , prasanna ganesan , sunita sarawagi",international conference on management of data,
67,0,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,,space optimization in deductive databases 1995,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",acm transactions on database systems ( tods ),
68,0,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,,,,unisql/x unified relational and object-oriented database system won kim 1994,,international conference on management of data,
69,0,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",,sigmod conference,,"using the calanda time series management system werner dreyer , angelika kotz dittrich , duri schmidt 1995",,international conference on management of data,
70,0,tree pattern query minimization,"divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia",vldb j.,2002.0,efficient algorithms for minimizing tree pattern queries prakash ramanan international conference on management of data 2002,,,
71,0,implementation of magic-sets in a relational database system sigmod conference,"inderpal singh mumick , hamid pirahesh",,1994.0,on efficiently implementing schemasql on an sql database system,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",very large data bases,1999.0
72,0,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,,"the aqua approximate query answering system swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy 1999",,international conference on management of data,
73,0,"selectivity estimation for spatio-temporal queries to moving objects yong-jin choi , chin-wan chung sigmod conference 2002",,,,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999.0
74,0,on supporting containment queries in relational database management systems sigmod conference 2001,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",,,integrating modelling systems for environmental management information systems 1997,"david j. abel , kerry taylor , dean kun",acm sigmod record,
75,0,"vist : a dynamic index method for querying xml data by tree structures wei fan , sanghyun park , philip s. yu , haixun wang sigmod conference 2003",,,,"efficient index structures for string databases tamer kahveci , ambuj k. singh 2001",,very large data bases,
76,0,foundations of preferences in database systems werner kießling 2002,,vldb,,secure buffering in firm real-time database systems 2000,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,
77,1,"towards automated performance tuning for complex workloads michael j. carey , manish mehta , miron livny , kurt p. brown",,vldb,1994.0,"towards automated performance tuning for complex workloads kurt p. brown , manish mehta , michael j. carey , miron livny 1994",,very large data bases,
78,0,book review column karl aberer,,sigmod record,2003.0,book reviews acm sigmod record 2002,karl aberer,,
79,0,"groupwise processing of relational queries kenneth a. ross , damianos chatziantoniou vldb",,,1997.0,"cache conscious algorithms for relational query processing ambuj shatdal , chander kant , jeffrey f. naughton",,very large data bases,1994.0
80,0,efficiently instantiating view-objects from remote relational databases vldb j.,"gio wiederhold , byung suk lee",,1994.0,converting relational to object-oriented databases 1997,joseph fong,acm sigmod record,
81,0,"constructing the next 100 database management systems andreas geppert , klaus r. dittrich sigmod record",,,1994.0,the mariposa distributed database management system acm sigmod record,jeff sidell,,1996.0
82,0,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ) joachim hammer sigmod record 2002,,,,report on the fourth international conference on flexible query answering systems ( fqas 2000 ) acm sigmod record,"patrick bosc , amihai motro , gabriella pasi",,2001.0
83,0,reminiscences on influential papers sigmod record,"kenneth a. ross , kyuseok shim , mary f. fernandez",,2002.0,influential papers ken ross acm sigmod record,,,2002.0
84,0,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",,vldb j.,1996.0,exact : an extensible approach to active object-oriented databases,"oscar d &#237; az , arturo jaime",the vldb journal -- the international journal on very large data bases,1997.0
85,0,"mocha : a self-extensible database middleware system for distributed data sources manuel rodriguez-martinez , nick roussopoulos 2000",,sigmod conference,,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems ling liu , calton pu , david buttler , wei han , henrique paques , wei tang",,international conference on management of data,2000.0
86,0,"the design and implementation of a sequence database system raghu ramakrishnan , miron livny , praveen seshadri 1996",,vldb,,"the aggregate data problem : a system for their definition and management m. rafanelli , a. bezenchek , l. tininini 1996",,acm sigmod record,
87,0,approximating aggregate queries about web pages via random walks vldb 2000,"jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz",,,"a robust , optimization-based approach for approximate answering of aggregate queries 2001","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,
88,0,databases and visualization,daniel a. keim,sigmod conference,1996.0,"delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",,international conference on management of data,1997.0
89,0,closest pair queries in spatial databases 2000,"yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",sigmod conference,,"location-based spatial queries jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee 2003",,international conference on management of data,
90,0,materialized view selection and maintenance using multi-query optimization sigmod conference 2001,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",,,outerjoin simplification and reordering for query optimization acm transactions on database systems ( tods ),"c &#233; sar galindo-legaria , arnon rosenthal",,1997.0
91,0,adaptive algorithms for set containment joins acm trans . database syst .,"hector garcia-molina , sergey melnik",,2003.0,"1-safe algorithms for symmetric site configurations rune humborstad , maitrayi sabaratnam , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen 1997",,very large data bases,
92,0,book review column,karl aberer,sigmod record,2002.0,book reviews acm sigmod record,,,2003.0
93,0,binding propagation in disjunctive databases vldb 1998,sergio greco,,,tail recursion elimination in deductive databases acm transactions on database systems ( tods ),kenneth a. ross,,1996.0
94,0,krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998,"alexander borgida , martin staudt , vinay k. chaudhri",sigmod record,,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,acm sigmod record,1996.0
95,0,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches vldb j.,"xiaoyang sean wang , changzhou wang",,2001.0,parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997,"john c. shafer , rakesh agrawal",,
96,0,towards on-line analytical mining in large databases jiawei han 1998,,sigmod record,,turbo-charging vertical mining of large databases international conference on management of data 2000,"pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah",,
97,0,dwms : data warehouse management system narendra mohan,,vldb,1996.0,the araneus web-based management system international conference on management of data 1998,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",,
98,0,editorial richard t. snodgrass 2001,,acm trans . database syst .,,"guest editorial amr el abbadi , gunter schlageter , kyu-young whang the vldb journal -- the international journal on very large data bases",,,2001.0
99,0,tracing the lineage of view data in a warehousing environment acm trans . database syst . 2000,"janet l. wiener , yingwei cui , jennifer widom",,,lineage tracing for general data warehouse transformations the vldb journal -- the international journal on very large data bases,"y. cui , j. widom",,2003.0
100,0,influence sets based on reverse nearest neighbor queries,"s. muthukrishnan , flip korn",sigmod conference,2000.0,"nearest neighbor queries nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent international conference on management of data 1995",,,
101,0,repositories and object oriented databases philip a. bernstein,,sigmod record,1998.0,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994",,,
102,0,"groupwise processing of relational queries kenneth a. ross , damianos chatziantoniou vldb",,,1997.0,congressional samples for approximate answering of group-by queries international conference on management of data,"swarup acharya , phillip b. gibbons , viswanath poosala",,2000.0
103,0,optimizing multi-feature queries for image databases vldb 2000,"ulrich güntzer , werner kießling , wolf-tilo balke",,,optimizing queries over multimedia repositories,"surajit chaudhuri , luis gravano",international conference on management of data,1996.0
104,0,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,,,,"description logics for semantic query optimization in object-oriented database systems domenico beneventano , sonia bergamaschi , claudio sartori acm transactions on database systems ( tods ) 2003",,,
105,0,the lyric language : querying constraint objects 1995,"alexander brodsky , yoram kornatzky",sigmod conference,,"themis : a database programming language handling integrity constraints v &#233; ronique benzaken , anne doucet the vldb journal -- the international journal on very large data bases 1995",,,
106,1,actiview : adaptive data presentation using supersql vldb,"motomichi toyama , yoko maeda",,2001.0,"actiview : adaptive data presentation using supersql yoko maeda , motomichi toyama 2001",,very large data bases,
107,0,distance-based indexing for high-dimensional metric spaces sigmod conference,"z. meral özsoyoglu , tolga bozkaya",,1997.0,the x-tree : an index structure for high-dimensional data,"stefan berchtold , daniel a. keim , hans-peter kriegel",very large data bases,1996.0
108,0,efficiently instantiating view-objects from remote relational databases vldb j.,"gio wiederhold , byung suk lee",,1994.0,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",very large data bases,2000.0
109,1,dbsim : a simulation tool for predicting database performance,"craig wong , mark stokrp , mike lefler",sigmod conference,1996.0,dbsim : a simulation tool for predicting database performance international conference on management of data 1996,"mark lefler , mark stokrp , craig wong",,
110,0,report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,"dan suciu , maurizio lenzerini , daniele nardi , werner nutt",sigmod record,,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion acm sigmod record 1999,,,
111,0,on supporting containment queries in relational database management systems sigmod conference 2001,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",,,"querying multiple features of groups in relational databases damianos chatziantoniou , kenneth a. ross 1996",,very large data bases,
112,0,efficient schemes for managing multiversionxml documents vldb j.,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",,2002.0,efficient filtering of xml documents for selective dissemination of information 2000,"mehmet altinel , michael j. franklin",very large data bases,
113,0,data extraction and transformation for the data warehouse cass squire sigmod conference,,,1995.0,data warehouse configuration very large data bases 1997,"dimitri theodoratos , timos k. sellis",,
114,0,weaving relations for cache performance vldb,"mark d. hill , anastassia ailamaki , david j. dewitt , marios skounakis",,2001.0,dbsim : a simulation tool for predicting database performance international conference on management of data 1996,"mark lefler , mark stokrp , craig wong",,
115,0,"trex : dtd-conforming xml to xml transformations xueqing gong , kun yue , aoying zhou , zhimao guo , jianchang xiao , wenfei fan , hongwei wu , qing wang , shihui zheng sigmod conference 2003",,,,composing xsl transformations with xml publishing views international conference on management of data 2003,"chengkai li , philip bohannon , p. p. s. narayan",,
116,0,reminiscences on influential papers sigmod record,"kenneth a. ross , kyuseok shim , mary f. fernandez",,2002.0,reminiscences in influential papers 1998,richard snodgrass,acm sigmod record,
117,0,"watermarking relational data : framework , algorithms and analysis vldb j.","peter j. haas , rakesh agrawal , jerry kiernan",,2003.0,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003.0
118,0,report on the fourth international conference on flexible query answering systems,"gabriella pasi , amihai motro , patrick bosc",sigmod record,2001.0,report on fqas 2002 : fifth international conference on flexible query answering systems acm sigmod record 2003,"amihai motro , troels andreasen",,
119,1,why decision support fails and how to fix it sigmod record 1995,"kevin strehlo , ralph kimball",,,"why decision support fails and how to fix it ralph kimball , kevin strehlo",,acm sigmod record,1995.0
120,0,data extraction and transformation for the data warehouse cass squire sigmod conference,,,1995.0,"data warehousing and olap for decision support surajit chaudhuri , umeshwar dayal 1997",,international conference on management of data,
121,0,"workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson sigmod record 1996",,,,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion acm sigmod record 1999,,,
122,0,reminiscences on influential papers sigmod record,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",,2002.0,influential papers,ken ross,acm sigmod record,2002.0
123,0,discover : keyword search in relational databases 2002,"vagelis hristidis , yannis papakonstantinou",vldb,,"data page layouts for relational databases on deep memory hierarchies anastassia ailamaki , david j. dewitt , mark d. hill the vldb journal -- the international journal on very large data bases 2002",,,
124,0,"constructing the next 100 database management systems andreas geppert , klaus r. dittrich sigmod record",,,1994.0,data grid management systems 2003,"arun jagatheesan , arcot rajasekar",international conference on management of data,
125,1,"views in a large-scale xml repository vincent aguilera , dan vodislav , pierangelo veltri , sophie cluet , tova milo 2002",,vldb j.,,"views in a large-scale xml repository vincent aguilera , sophie cluet , tova milo , pierangelo veltri , dan vodislav",,the vldb journal -- the international journal on very large data bases,2002.0
126,1,automata theory for xml researchers sigmod record,frank neven,,2002.0,automata theory for xml researchers frank neven 2002,,acm sigmod record,
127,0,"infomaster : an information integration system arthur m. keller , michael r. genesereth , oliver m. duschka sigmod conference",,,1997.0,environmental information systems oliver g &#252; nther acm sigmod record,,,1997.0
128,0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999.0,"investigation of algebraic query optimisation techniques for database programming languages alexandra poulovassilis , carol small very large data bases 1994",,,
129,0,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",,sigmod record,,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0
130,0,adapting materialized views after redefinitions 1995,"ashish gupta , inderpal singh mumick , kenneth a. ross",sigmod conference,,"rainbow : multi-xquery optimization using materialized xml views xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner international conference on management of data",,,2003.0
131,0,editor 's notes 1996,jennifer widom,sigmod record,,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001.0
132,0,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994.0,semantic integration in heterogeneous databases using neural networks 1994,"wen-syan li , chris clifton",very large data bases,
133,0,lambda-db : an odmg-based object-oriented dbms 2000,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994",,,
